player1(688,104,)
mapBound(3200,800,)
(0,0,36,0,0,)
(1,0,36,0,0,)
(2,0,36,0,0,)
(3,0,36,0,0,)
(4,0,36,0,0,)
(5,0,36,0,0,)
(6,0,36,0,0,)
(7,0,36,0,0,)
(8,0,36,0,0,)
(9,0,36,0,0,)
(10,0,36,0,0,)
(11,0,36,0,0,)
(12,0,36,0,0,)
(13,0,36,0,0,)
(14,0,36,0,0,)
(15,0,36,0,0,)
(16,0,36,0,0,)
(17,0,36,0,0,)
(18,0,36,0,0,)
(19,0,36,0,0,)
(20,0,36,0,0,)
(21,0,36,0,0,)
(22,0,36,0,0,)
(23,0,36,0,0,)
(24,0,36,0,0,)
(25,0,36,0,0,)
(26,0,36,0,0,)
(27,0,36,0,0,)
(28,0,36,0,0,)
(29,0,36,0,0,)
(30,0,36,0,0,)
(31,0,36,0,0,)
(32,0,36,0,0,)
(33,0,36,0,0,)
(34,0,36,0,0,)
(35,0,36,0,0,)
(36,0,36,0,0,)
(37,0,36,0,0,)
(38,0,36,0,0,)
(39,0,36,0,0,)
(40,0,36,0,0,)
(41,0,36,0,0,)
(42,0,36,0,0,)
(43,0,36,0,0,)
(44,0,36,0,0,)
(45,0,36,0,0,)
(46,0,36,0,0,)
(47,0,36,0,0,)
(48,0,36,0,0,)
(49,0,36,0,0,)
(0,1,36,0,0,)
(1,1,34,0,0,)
(2,1,34,0,0,)
(3,1,34,0,0,)
(4,1,34,0,0,)
(5,1,34,0,0,)
(6,1,34,0,0,)
(7,1,34,0,0,)
(8,1,34,0,0,)
(9,1,36,0,0,)
(10,1,34,0,0,)
(11,1,34,0,0,)
(12,1,34,0,0,)
(13,1,34,0,0,)
(14,1,34,0,0,)
(15,1,34,0,0,)
(16,1,34,0,0,)
(17,1,34,0,0,)
(18,1,34,0,0,)
(19,1,34,30,0,)
(20,1,34,0,0,)
(21,1,34,0,0,)
(22,1,34,0,0,)
(23,1,34,0,0,)
(24,1,34,29,0,)
(25,1,34,0,0,)
(26,1,34,0,0,)
(27,1,34,0,0,)
(28,1,34,0,0,)
(29,1,34,0,0,)
(30,1,34,0,0,)
(31,1,34,30,0,)
(32,1,34,0,0,)
(33,1,34,0,0,)
(34,1,34,0,0,)
(35,1,34,0,0,)
(36,1,34,29,0,)
(37,1,34,0,0,)
(38,1,34,0,0,)
(39,1,34,0,0,)
(40,1,34,0,0,)
(41,1,34,29,0,)
(42,1,34,0,0,)
(43,1,34,0,0,)
(44,1,34,29,0,)
(45,1,34,0,0,)
(46,1,34,0,0,)
(47,1,34,29,0,)
(48,1,34,0,0,)
(49,1,34,30,0,)
(0,2,36,0,0,)
(1,2,34,0,0,)
(2,2,34,0,0,)
(3,2,34,0,0,)
(4,2,34,0,0,)
(5,2,34,0,0,)
(6,2,34,0,0,)
(7,2,34,0,0,)
(8,2,34,0,0,)
(9,2,36,0,0,)
(10,2,34,0,0,)
(11,2,34,0,0,)
(12,2,34,0,0,)
(13,2,36,0,0,)
(14,2,36,0,0,)
(15,2,36,0,0,)
(16,2,34,0,0,)
(17,2,34,0,0,)
(18,2,34,0,0,)
(19,2,34,0,0,)
(20,2,34,0,0,)
(21,2,34,0,0,)
(22,2,34,0,0,)
(23,2,34,0,0,)
(24,2,34,30,0,)
(25,2,34,0,0,)
(26,2,34,0,0,)
(27,2,34,0,0,)
(28,2,34,24,0,)
(29,2,34,0,0,)
(30,2,34,0,0,)
(31,2,34,0,0,)
(32,2,34,0,0,)
(33,2,34,0,0,)
(34,2,34,0,0,)
(35,2,34,0,0,)
(36,2,34,29,0,)
(37,2,34,0,0,)
(38,2,34,24,0,)
(39,2,34,0,0,)
(40,2,34,0,0,)
(41,2,34,29,0,)
(42,2,34,0,0,)
(43,2,34,0,0,)
(44,2,34,30,0,)
(45,2,34,0,0,)
(46,2,34,24,0,)
(47,2,34,29,0,)
(48,2,34,0,0,)
(49,2,34,0,0,)
(0,3,36,0,0,)
(1,3,34,0,0,)
(2,3,34,24,0,)
(3,3,34,28,0,)
(4,3,34,24,0,)
(5,3,34,0,0,)
(6,3,34,0,0,)
(7,3,34,0,0,)
(8,3,34,0,0,)
(9,3,34,40,0,)
(10,3,34,0,0,)
(11,3,34,0,0,)
(12,3,36,0,0,)
(13,3,34,29,0,)
(14,3,34,0,0,)
(15,3,34,40,0,)
(16,3,34,32,0,)
(17,3,34,0,0,)
(18,3,34,0,0,)
(19,3,34,0,0,)
(20,3,34,24,0,)
(21,3,34,27,0,)
(22,3,34,32,0,)
(23,3,34,0,0,)
(24,3,34,0,0,)
(25,3,34,0,0,)
(26,3,34,0,0,)
(27,3,34,0,0,)
(28,3,34,0,0,)
(29,3,34,0,0,)
(30,3,34,0,0,)
(31,3,34,0,0,)
(32,3,34,0,0,)
(33,3,34,0,0,)
(34,3,34,32,0,)
(35,3,34,0,0,)
(36,3,34,30,0,)
(37,3,34,0,0,)
(38,3,34,0,0,)
(39,3,34,0,0,)
(40,3,34,0,0,)
(41,3,34,29,0,)
(42,3,34,0,0,)
(43,3,34,0,0,)
(44,3,34,0,0,)
(45,3,34,0,0,)
(46,3,34,0,0,)
(47,3,34,31,0,)
(48,3,34,0,0,)
(49,3,34,0,0,)
(0,4,36,0,0,)
